date,open,high,low,close,volume
2025-01-01,3.7542452687982,3.778825274978875,3.726919169277166,3.7468081481378976,77216606
2025-01-02,3.7370569133984626,3.7723635985537065,3.685554763542353,3.737535843484929,87358282
2025-01-03,3.7937558124324737,3.8376629244839378,3.7791828127667477,3.798239828133409,8901403
2025-01-06,3.8219985063174207,3.8422510090466573,3.791094667651125,3.810714462114624,138061821
2025-01-07,3.8311446636895683,3.8616022972427633,3.821330321657407,3.836587632773568,57177348
2025-01-08,3.856193668125381,3.8945425018826305,3.838098407334826,3.8535436260723634,181076991
2025-01-09,3.82108277461563,3.828677145640431,3.7995523670483298,3.8152157559458715,83164453
2025-01-10,3.794387893578874,3.8167334216463527,3.767569758007241,3.7880127234364447,136237129
2025-01-13,3.7957602412762506,3.8286166856059722,3.7652855146715,3.8046283938252397,28659943
2025-01-14,3.851226184354704,3.883359214713931,3.823195120722035,3.843140597731826,86942765
2025-01-15,3.8874692268703135,3.8973880343321383,3.8872421379216062,3.8950954751693248,18490091
2025-01-16,3.862485593916177,3.8670502123715287,3.850083771546696,3.8562330694256475,106534831
2025-01-17,3.8816599093283917,3.8974355443805595,3.864750387151001,3.877509628754298,6742166
2025-01-20,3.9404246909219722,3.9606516119068296,3.9066945832326305,3.933983731510856,89921488
2025-01-21,3.8792729818193945,3.917298478059122,3.875469509358868,3.888644642793132,23238528
2025-01-22,3.963921725195152,3.9859319211459776,3.9437701146099253,3.959266184496616,99850294
2025-01-23,4.047169311208627,4.061519603518821,4.024110142869362,4.038401185628792,93940009
2025-01-24,4.168519020043395,4.190401178484311,4.13164200434655,4.166907295443866,47439480
2025-01-27,4.172944756229559,4.200282103137808,4.155185354518813,4.179788044650685,123912438
2025-01-28,4.200697011378949,4.2394906553312355,4.166037075794062,4.1929840372486,142091252
2025-01-29,4.236901796073341,4.255955045284257,4.212048578962313,4.235936683410076,192291831
2025-01-30,4.263519454796202,4.290040549435093,4.229077745868785,4.277845482455479,94899784
2025-01-31,4.329261862686252,4.360233526497399,4.315050502508736,4.337035473664636,18855509
2025-02-03,4.3746183542405195,4.399352430470753,4.332583320202974,4.379227881610697,166087372
2025-02-04,4.388231680775761,4.391360402493638,4.366493678684327,4.375055603301977,153444248
2025-02-05,4.452424937360204,4.470025568221182,4.411425720693559,4.440611285311042,55627247
2025-02-06,4.396585377740814,4.412843006361584,4.378808455480504,4.3849480017235996,186300594
