date,open,high,low,close,volume
2025-01-01,4.592598293517092,4.601500220511755,4.576327756023729,4.589600144404886,193599606
2025-01-02,4.65455566678808,4.660784804395334,4.61858415404141,4.638487488851909,44738830
2025-01-03,4.672602216745946,4.709379256648215,4.64939845326637,4.666042863545444,53480343
2025-01-06,4.705709567100322,4.735319378178333,4.681832296656265,4.695982078380907,64996376
2025-01-07,4.715283156462461,4.727051994842721,4.683660724840395,4.707565307151346,180978496
2025-01-08,4.657642118458281,4.658827107026702,4.65589334371137,4.6576432283612395,18457080
2025-01-09,4.6117353074777006,4.618653441366201,4.586830840185504,4.601764751794951,52331945
2025-01-10,4.604817621383419,4.614419444812056,4.575236606839215,4.5979663704369775,40362948
2025-01-13,4.621011081385028,4.641011846892947,4.563906394830115,4.607745881254456,106619307
2025-01-14,4.56754234105126,4.591070255388157,4.565270457576255,4.57174422148375,25435121
2025-01-15,4.580545005646437,4.633407412985191,4.555069575497541,4.59652354780621,34190953
2025-01-16,4.72271007839654,4.7317858776652,4.685097003355906,4.712857839517125,64513211
2025-01-17,4.619039758596373,4.621462738550067,4.608286326134365,4.615810818721828,165650123
2025-01-20,4.646877548714674,4.652090513517814,4.622566962517454,4.649630558704351,65481382
2025-01-21,4.645298106769893,4.665799436971568,4.6144493545103495,4.647530341733597,160105937
2025-01-22,4.698126179518665,4.706648419728463,4.647292233268037,4.674243726454849,131122433
2025-01-23,4.645699223425449,4.66620549313041,4.628286128880106,4.6516737834836235,35978633
2025-01-24,4.6371749150453425,4.657355589168394,4.61399033837101,4.645102277312898,101623054
2025-01-27,4.654693934775902,4.687140481288336,4.632913204887343,4.6539001261658735,65322781
2025-01-28,4.649588902303121,4.659999810478121,4.633681374450953,4.638637164585083,73826219
2025-01-29,4.576334291848811,4.589459098556725,4.534711069966664,4.555575427640571,161043280
2025-01-30,4.550311488233079,4.578304325345014,4.531163839633028,4.544336912496853,134313094
2025-01-31,4.457286966480653,4.47894142752816,4.448882602644158,4.468640967598536,16631400
2025-02-03,4.522945155364034,4.546779435061712,4.453580421246173,4.505186931451827,127340830
2025-02-04,4.40569158924821,4.427868030758238,4.371512907269754,4.405863142095587,165831474
2025-02-05,4.454271166375227,4.481491016361286,4.451823616443612,4.461746460560699,197519419
2025-02-06,4.476577792535901,4.488940118951308,4.45401624966685,4.486262668706237,30298938
2025-02-07,4.5186650976826686,4.55341057167253,4.473343082935843,4.511119540027308,117005622
2025-02-10,4.397591339459064,4.444478684311493,4.3933441681087375,4.395491794244649,38357473
2025-02-11,4.382676609351494,4.400323388414165,4.361123893331811,4.379653987849994,11849221
