date,open,high,low,close,volume
2025-01-01,3.0314146303825,3.0438151167386582,3.017899243220356,3.0187817095084046,195662050
2025-01-02,3.008613028822337,3.026246337040741,2.9954223268717968,3.0146786670998145,160804053
2025-01-03,3.031634072273701,3.0490645605301614,3.0257016342139447,3.0390139445247915,56914894
2025-01-06,3.1026375461012017,3.121528324307521,3.0752793303398236,3.0954677563667676,22503547
2025-01-07,3.092587457660537,3.1221119827781583,3.0813931500241583,3.087698626035671,172181412
2025-01-08,3.083794118466051,3.106551578776482,3.0717524723513545,3.079949603300168,73903155
2025-01-09,3.1431853939357093,3.1532226344972125,3.1340021326989764,3.1392403387969408,95239465
2025-01-10,3.1690144333073147,3.171248376430666,3.1606384713360147,3.1690920556083864,9952075
2025-01-13,3.1465324617774466,3.1891329991442974,3.1362381466705487,3.1521890926637317,100257136
2025-01-14,3.1741389270600835,3.1873993853781384,3.171272106180362,3.173657771609613,175650277
2025-01-15,3.1526855726045184,3.1697208861684754,3.1328827853672307,3.1569611189935483,26258833
2025-01-16,3.146388986832095,3.1587468220542556,3.120300798224581,3.140264718641489,17670380
2025-01-17,3.149398148068757,3.1647980978397032,3.1327807497049798,3.1503247050727756,29151842
2025-01-20,3.0738570409516286,3.089922684338007,3.070478652065792,3.0789403542146196,17774615
2025-01-21,3.0141943219642484,3.0230068161403665,3.0025689785727203,3.0161330068541385,144505641
2025-01-22,2.999161491384496,3.006237782516672,2.984732279526876,2.996686639040761,150694157
2025-01-23,2.9578254335035945,2.972717687768883,2.9562728533864786,2.961163995201543,74913666
2025-01-24,2.9683295167684256,2.9802645120025035,2.943068454037567,2.9732187990425345,176929423
2025-01-27,2.9431474296901547,2.9486259887097597,2.9222040127655866,2.9417137136663727,110151494
2025-01-28,2.8941583595290545,2.906659070766714,2.8830877217966466,2.8927411097875146,31779149
2025-01-29,2.94150046747225,2.954011454423,2.9294972114784485,2.9444858414768773,84110216
2025-01-30,2.9346243978202975,2.9623946616909462,2.9210513244121485,2.9373916457878364,48069838
2025-01-31,2.9420179014492702,2.9536474317409547,2.9344036550876247,2.940653144693237,125173972
2025-02-03,2.8828854838887286,2.912291581274637,2.873491694217216,2.89125905782643,103328226
2025-02-04,2.8651510580800825,2.895472875599824,2.859552417516997,2.873239017745286,128657050
2025-02-05,2.8737902169499194,2.884314960611008,2.8709303934387314,2.8779254748030545,37002177
2025-02-06,2.8378271979440735,2.847476613756757,2.8288690313218026,2.839039167591915,160110306
2025-02-07,2.854464182028983,2.862701244813919,2.8258948457224036,2.852690336013433,149309713
2025-02-10,2.8413442326759126,2.84197653145384,2.8162064747799116,2.8329849088802317,90138637
2025-02-11,2.8287623581030803,2.8334766318334084,2.817461651352209,2.8239184364587473,168682067
2025-02-12,2.80347851183094,2.806249654211508,2.7874489272122873,2.80437556724232,50275089
