ticker,date,close,trend_score,momentum_score,mean_reversion_score,breakout_score,relative_strength,rsi,adx,atr,macro_score,signal_score,action,trend_contrib,momentum_contrib,mean_reversion_contrib,breakout_contrib,relative_strength_contrib,macro_contrib,volatility_penalty,overbought_penalty,oversold_bonus,trend_strength_bonus,raw_total
159915,2025-01-01,4.589600144404886,0.0,0.0,-0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.5,HOLD,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159915,2025-01-02,4.638487488851909,0.0,0.0,-0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.5,HOLD,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159915,2025-01-03,4.666042863545444,0.0,0.0,-0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.5,HOLD,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159915,2025-01-06,4.695982078380907,0.0,0.0,-0.023178911153231896,0.0,0.0,50.0,20.0,0.0,0.0,0.48166652173151714,HOLD,0.0,0.0,-0.018333478268482844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018333478268482844
159915,2025-01-07,4.707565307151346,0.0,0.0,-0.014892315321634042,0.0,0.0,50.0,20.0,0.0,0.0,0.4881421978910592,HOLD,0.0,0.0,-0.011857802108940788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011857802108940788
159915,2025-01-08,4.6576432283612395,0.0,0.0044476478439611,0.0018001624566779117,0.0,0.0,91.91415023253822,20.0,0.0,0.0,0.4092645888805687,SELL,0.0,0.007824558466719788,0.0014400304138489652,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.09073541111943126
159915,2025-01-09,4.601764751794951,0.0,-0.0023750891090177696,0.020063391429815836,0.0,0.0,83.7510948938858,20.0,0.0,0.0,0.4117346293209051,SELL,0.0,-0.004179653854554761,0.015914283175459884,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.08826537067909489
159915,2025-01-10,4.5979663704369775,0.0,-0.004376931059099143,0.02328144795949505,0.0,0.0,83.21010998271295,20.0,0.0,0.0,0.41071248675605926,SELL,0.0,-0.007700251875425356,0.01841273863148462,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.08928751324394074
159915,2025-01-13,4.607745881254456,0.0,-0.00563691655890266,0.010713003263742915,0.0,0.0,83.5055275634997,20.0,0.0,0.0,0.39863522681411867,SELL,0.0,-0.009914253548919932,0.008549480363038613,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.10136477318588133
159915,2025-01-14,4.57174422148375,0.0,-0.00865549876459074,0.006523699478442668,0.0,0.0,78.06038505369696,20.0,0.0,0.0,0.3900048490468405,SELL,0.0,-0.015209377305514176,0.0052142263523547025,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.10999515095315948
159915,2025-01-15,4.59652354780621,0.0,-0.003936734367041749,0.0003137958207012348,0.0,0.0,79.07190706272839,20.0,0.0,0.0,0.39332467349543404,SELL,0.0,-0.006926362633788922,0.0002510361292229767,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.10667532650456595
159915,2025-01-16,4.712857839517125,0.0,0.007242422877799725,-0.022812012852161168,0.0,0.0,83.0281168054564,20.0,0.0,0.0,0.3946827466281916,SELL,0.0,0.012732419992881583,-0.018049673364689996,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.10531725337180842
159915,2025-01-17,4.615810818721828,0.0,0.0011642830882528708,-0.009638902594549803,0.0,0.0,70.97464816683805,20.0,0.0,0.0,0.4943532044438884,HOLD,0.0,0.0020490789793588546,-0.00769587453547046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005646795556111605
159915,2025-01-20,4.649630558704351,0.0,0.0027270174091171607,-0.011553734109224445,0.0,0.0,72.47432463897863,20.0,0.06540115126892619,0.0,0.4955820342324947,HOLD,0.0,0.004798789345976798,-0.00921675511348211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004417965767505311
159915,2025-01-21,4.647530341733597,0.0,0.0049731207551185095,0.013861546434895566,0.0,0.0,72.22475901193344,20.0,0.06727098112415421,0.0,0.5197920818118269,HOLD,0.0,0.008748077403436102,0.01104400440839081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019792081811826914
159915,2025-01-22,4.674243726454849,0.0,0.005072540878360087,-0.012659294331564874,0.0,0.0,73.47585718141603,20.0,0.06642609015772408,0.0,0.4988298216558082,HOLD,0.0,0.008922774585366746,-0.010092952929558557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011701783441918114
159915,2025-01-23,4.6516737834836235,0.0,-0.0038947104782458327,-0.0004394380915806462,0.0,0.0,70.58304543629643,20.0,0.064645077999041,0.0,0.49279597785294227,HOLD,0.0,-0.006852473122030279,-0.0003515490250274491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007204022147057728
159915,2025-01-24,4.645102277312898,0.0,0.001903769006667022,0.0005224418652839402,0.0,0.0,69.7223163885485,20.0,0.06279427343936213,0.0,0.5037683254661162,HOLD,0.0,0.0033503744075472812,0.00041795105856893584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003768325466116217
159915,2025-01-27,4.6539001261658735,0.0,0.0002754778519034495,0.004352276320945037,0.0,0.0,70.24545365631906,20.0,0.06356827389640975,0.0,0.5039652549602083,HOLD,0.0,0.0004848402344206519,0.003480414725787657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003965254960208308
159915,2025-01-28,4.638637164585083,0.35,-0.0005740582520993409,0.002802565163711468,0.0,0.0,68.04880541589105,20.0,0.061757307652637775,0.0,0.6062313411076083,HOLD,0.105,-0.0010103354207962167,0.002241676528404611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10623134110760839
159915,2025-01-29,4.555575427640571,0.0,-0.010581685343857884,0.019273386101654633,0.0,-0.7123562922904015,57.50915589370524,20.0,0.06412257239854371,0.0,0.47340949633763507,SELL,0.0,-0.01857940607199985,0.015297673361583667,0.0,-0.02330877095194872,0.0,0.0,0.0,0.0,0.0,-0.026590503662364904
159915,2025-01-30,4.544336912496853,0.0,-0.015041543241777412,0.023542235694534508,0.0,-2.0121665543214995,56.239918220810345,20.0,0.0646909758084826,0.0,0.4337226684611362,SELL,0.0,-0.026346076073668255,0.018614217962620676,0.0,-0.0585454734278162,0.0,0.0,0.0,0.0,0.0,-0.06627733153886378
