ticker,date,close,trend_score,momentum_score,mean_reversion_score,breakout_score,relative_strength,rsi,adx,atr,macro_score,signal_score,action,trend_contrib,momentum_contrib,mean_reversion_contrib,breakout_contrib,relative_strength_contrib,macro_contrib,volatility_penalty,overbought_penalty,oversold_bonus,trend_strength_bonus,raw_total
510500,2025-01-01,3.7468081481378976,0.0,0.0,-0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.5,HOLD,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510500,2025-01-02,3.737535843484929,0.0,0.0,-0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.55,HOLD,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05
510500,2025-01-03,3.798239828133409,0.0,0.0,-0.0,0.0,0.0,33.49297247009817,20.0,0.0,0.0,0.55,HOLD,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05
510500,2025-01-06,3.810714462114624,0.0,0.0,-0.017056201291888007,0.0,0.0,38.08244511952073,20.0,0.0,0.0,0.48643909590132894,HOLD,0.0,0.0,-0.013560904098671063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013560904098671063
510500,2025-01-07,3.836587632773568,0.0,0.0,-0.026501896820949833,0.0,0.0,46.35155744826729,20.0,0.0,0.0,0.4791105452719247,HOLD,0.0,0.0,-0.02088945472807529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02088945472807529
510500,2025-01-08,3.853543626072363,0.0,0.00854611234798701,-0.014560375447943308,0.0,0.0,50.97262192869613,20.0,0.0,0.0,0.5034218635932985,HOLD,0.0,0.015017765808337065,-0.011595902215038494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034218635932985707
510500,2025-01-09,3.815215755945871,0.0,0.006235117123734057,-0.0011812204446168817,0.0,0.0,42.13720970299941,20.0,0.0,0.0,0.5100197656203576,HOLD,0.0,0.01096471384887965,-0.0009449482285221283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010019765620357522
510500,2025-01-10,3.7880127234364447,0.0,-0.0008077771672983402,0.012660966980703958,0.0,0.0,37.20763725606466,20.0,0.0,0.0,0.5086726093912061,HOLD,0.0,-0.0014216680247614085,0.01009427741596745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008672609391206041
510500,2025-01-13,3.80462839382524,0.0,-0.00047912812806286673,0.0126935716819635,0.0,0.0,41.69445635932674,20.0,0.0,0.0,0.5092768333419755,HOLD,0.0,-0.0008432613756399242,0.010120094717615397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009276833341975474
510500,2025-01-14,3.843140597731826,0.0,0.0005124057302077212,-0.007319334887531559,0.0,0.0,50.51974385251998,20.0,0.0,0.0,0.4950530440760537,HOLD,0.0,0.0009018290337813909,-0.005848784957727687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049469559239462965
510500,2025-01-15,3.8950954751693248,0.0,0.0032348290141958947,-0.02826884689968412,0.0,0.0,59.43919639855916,20.0,0.0,0.0,0.48345476673884447,HOLD,0.0,0.005692028464393975,-0.022237261725549504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016545233261155527
510500,2025-01-16,3.856233069425647,0.0,0.003225294408253454,-0.01356365727705744,0.0,0.0,51.902476410115135,20.0,0.0,0.0,0.4948667205187813,HOLD,0.0,0.005675258758090635,-0.010808538239309376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00513327948121874
510500,2025-01-17,3.877509628754298,0.0,0.0070879042800571,-0.008942954375064094,0.0,0.0,55.24810180829826,20.0,0.0,0.0,0.5053191769820271,HOLD,0.0,0.012461358905237726,-0.00714218192321061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319176982027116
510500,2025-01-20,3.933983731510856,0.0,0.010199840112812652,-0.009983903241765901,0.0,0.0,62.6704307725355,20.0,0.061975827154392774,0.0,0.5099418000412406,HOLD,0.0,0.017911981479333736,-0.00797018143809322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009941800041240517
510500,2025-01-21,3.888644642793132,0.0,0.0035520983870453993,-0.008404982993497345,0.0,0.0,54.81078631134738,20.0,0.062447835472269855,0.0,0.49953613973508576,HOLD,0.0,0.006250010928424439,-0.006713871193338653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004638602649142138
510500,2025-01-22,3.959266184496616,0.0,0.004942423856080303,-0.0210848105020911,0.0,0.0,62.66504115424251,20.0,0.06319629571094788,0.0,0.4919844644906567,HOLD,0.0,0.008694135760875354,-0.01670967127021866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008015535509343304
510500,2025-01-23,4.038401185628792,0.0,0.014171974016363874,-0.026542421434425645,0.0,0.0,69.13809273873032,20.0,0.06334817699831904,0.0,0.5039158916675137,HOLD,0.0,0.0248363492898372,-0.020920457622323523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039158916675136775
